date,Governorate,District,Village Name/ /ozla,Type,Facility name,Phase,Status,Comments (if any),Installed/planned capacity (kW),Male Beneficiaries (approx.),Female Beneficiaries (approx.),Total Beneficiaries (approx.),Coordinate
2025-07-15,Al Hodeidah,Az Zaydiah,Mahal Khabal,Clinic,Mahal Khabal Health Center,Roll-Out-2,Energized,Lot-3,4.4,1560.0,2400.0,3960,"15.379619, 43.218528"
2025-07-15,Al Hodeidah,Al Qanawis,Al Kizabah,Clinic,Al-Kizabah Health Center,Roll-Out-2,Energized,Lot-3,4.4,2100.0,2700.0,4800,"15.511956, 43.086533"
2025-07-15,Amran,Thula,Thula’a,Clinic,Thula'a Rural Hospital,Roll-Out-2,Energized,Lot-3,41.800000000000004,13200.0,16500.0,29700,"15.57745, 43.90444"
2025-07-15,Amran,Thula,Bait Heba,Clinic,Bait Heba Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,1716.0,2100.0,3816,"15.56228, 43.84004"
2025-07-15,Amran,Raydah,Hamda,Clinic,Hamda Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,5208.0,4404.0,9612,"15.83514, 43.9686"
2025-07-15,Amran,Kharif,Kant,Clinic,Kant Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,1704.0,1512.0,3216,"15.84257, 44.15564"
2025-07-15,Amran,Huth,Al-Ma'amra,Clinic,Al-Ma'amra Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,5604.0,5880.0,11484,"16.3271, 43.94603"
2025-07-15,Amran,Bani Surim,Wadia'a,Clinic,Wadia'a Health Center,Roll-Out-2,Energized,Lot-3,4.4,4200.0,3000.0,7200,"16.14246, 43.9378"
2025-07-15,Amran,Bani Surim,Al-Subaie,Clinic,Al-Subaie Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,5904.0,4800.0,10704,"16.113, 44.04164"
2025-07-15,Amran,Dhibain,Marhaba,Clinic,Marhaba Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,2880.0,2604.0,5484,"16.05387, 44.10241"
2025-07-15,Amran,Khamir,Al-Hayzi,Clinic,Al-Hayzi Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,2340.0,2676.0,5016,"16.00088, 44.02874"
2025-07-15,Amran,Dhibain,Al-Shatba,Clinic,Al-Shatba Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,1680.0,1200.0,2880,"15.96457,44.0558"
2025-07-15,Amran,Suwayr,Al-Ghayana,Clinic,Qayfan Health Center - Al Ghanaya,Roll-Out-2,Energized,Lot-3,6.6000000000000005,4620.0,3180.0,7800,"16.14188,43.60041"
2025-07-15,Amran,Shaharah,Al-Ghoul,Clinic,Al-Ghoul Health Center,Roll-Out-2,Energized,Lot-3,8.8,1980.0,2688.0,4668,"16.21642,43.68825"
2025-07-15,Amran,Al Ashah,Jarman,Clinic,Jarman Health Center,Roll-Out-2,Energized,Lot-3,13.200000000000001,10509.0,11500.0,22009,"16.36445,43.79752"
2025-07-15,Amran,Al Ashah,Qa'a,Clinic,Qa'a Health center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,3168.0,3984.0,7152,"16.4123,43.77355"
2025-07-15,Lahj,Radfan,AL-HABILAIN,Clinic,Radfan Hospital,Roll-Out-2,Energized,Lot-3,72.60000000000001,26285.0,39429.0,65714,"13.52657,44.85286"
2025-07-15,Lahj,Al Maqatirah,AL-SHOOB,Clinic,Al-Ashoob Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,1821.0,1014.0,2835,"13.18251,44.14663"
2025-07-15,Lahj,Habil Jabr,HABEEL JABER,Clinic,Motherhood and Childhood Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,720.0,7320.0,8040,"13.60189,44.98448"
2025-07-15,Lahj,Yafi,THI NAKHEB,Clinic,Thi Nakheb Health Center,Roll-Out-2,Energized,Lot-3,4.4,5328.0,3444.0,8772,"13.83495,45.30431"
2025-07-15,Lahj,Tuban,AL-MAHELAH,School,Labozah School,Roll-Out-2,Energized,Lot-3,13.200000000000001,576.0,695.0,1271,"13.017396, 44.887288"
2025-07-15,Lahj,Tuban,NASER WELL,School,Ba'r Naser School,Roll-Out-2,Energized,Lot-3,8.8,972.0,772.0,1744,"12.97965,44.93318"
2025-07-15,Lahj,Yafi,AL-HOBAIL,School,AL-Khansa School,Roll-Out-2,Energized,Lot-3,8.8,0.0,547.0,547,"13.01398,44.95444"
2025-07-15,Taiz,Al Waziyah,AL-AHYOOK,Clinic,Al-Ahyook Health Center,Roll-Out-2,Energized,Lot-3,6.6000000000000005,1888.0,1813.0,3701,"13.08559,43.72584"
2025-07-15,Taiz,Al Waziyah,AL-DHARAIFAH,Clinic,Al-Dharaifah Health Center,Roll-Out-2,Energized,Lot-1,6.6000000000000005,1853.0,1780.0,3633,"13.14343,43.85916"
2025-07-15,Taiz,Sabir Al Mawadim,AL-DHABAB,Clinic,Al-Dhabab Health Center,Roll-Out-2,Energized,Lot-1,6.6000000000000005,744.0,1824.0,2568,"13.53737,43.94791"
2025-07-15,Taiz,Al Misrakh,HASABAN,Clinic,Al-Wajeeh Health Center,Roll-Out-2,Energized,Lot-1,6.6000000000000005,1284.0,1392.0,2676,"13.49645,44.03837"
2025-07-15,Taiz,Al Waziyah,AL-GHRAIF,School,Al-Wahdah School,Roll-Out-2,Energized,Lot-1,6.6000000000000005,312.0,204.0,516,"13.13615,43.86973"
2025-07-15,Taiz,Mawza,Al-Kadarah,School,Al-Sha'ab School,Roll-Out-2,Energized,Lot-1,4.4,162.0,108.0,270,"13.48328,43.47126"
2025-07-15,Taiz,Al Makha,AL-THAWBANI,School,Al-Noor School,Roll-Out-2,Energized,Lot-1,6.6000000000000005,546.0,204.0,750,"13.29395,43.44337"
2025-07-15,Taiz,Al Makha,AL-NOJABAH,School,Al-Esha'a School,Roll-Out-2,Energized,Lot-1,6.6000000000000005,968.0,485.0,1453,"13.56753,43.48609"
2025-07-15,Ad Dali,Ash Shuayb,Al Awabel,Clinic,Al-Shoaeb Hospital ( Al_Shohda'a Althalatha),Roll-Out-2,Energized,Lot-1,41.800000000000004,21300.0,29484.0,50784,"13.837466, 44.865611"
2025-07-15,Ad Dali,Ash Shuayb,Al Robat,Clinic,Al-Robat Health Center,Roll-Out-2,Energized,Lot-1,6.6000000000000005,2964.0,2640.0,5604,"13.833119, 44.915707"
2025-07-15,Ad Dali,Al Azariq,Aden Hamadh,Clinic,Aden Hamadah Health Center,Roll-Out-2,Energized,Lot-1,6.6000000000000005,5064.0,4896.0,9960,"13.670751, 44.642795"
2025-07-15,Ad Dali,Ad Dali,Al_Dobiat,Clinic,Al-Dobiat Health Center,Roll-Out-2,Energized,Lot-1,8.8,4000.0,6000.0,10000,"13.790046, 44.768138"
2025-07-15,Ad Dali,Al Hasayn,Alhussain,Clinic,Al-Hussain Health Center (Alhussain Rural Hospital),Roll-Out-2,Energized,Lot-2,17.6,9600.0,15600.0,25200,"13.616107, 44.778856"
2025-07-15,Abyan,Khanfar,Ga'aar,Clinic,Maternity and Childhood Health Center -Khanfar,Roll-Out-2,Energized,Lot-2,22.0,7690.0,10619.0,18309,"13.229759, 45.308678"
2025-07-15,Abyan,Khanfar,Al kood,Clinic,Al-Qoud Health Center,Roll-Out-2,Energized,Lot-2,8.8,2760.0,2544.0,5304,"13.090556, 45.358889"
2025-07-15,Abyan,Khanfar,Shoqrah,Clinic,Shoqrah Rural Hospital,Roll-Out-2,Energized,Lot-2,52.800000000000004,9193.0,11194.0,20387,"13.358611, 45.703056"
2025-07-15,Abyan,Lawdar,Al Magel,Clinic,Al-Magel Health Center,Roll-Out-2,Energized,Lot-2,6.6000000000000005,1920.0,2280.0,4200,"13.806018, 45.781152"
2025-07-15,Abyan,Lawdar,Al Sorah,Clinic,Al-Sorah Health Center,Roll-Out-2,Energized,Lot-2,6.6000000000000005,3400.0,4300.0,7700,"13.659002, 45.850722"
2025-07-15,Abyan,Ahwar,Ga'aar,Clinic,Maternity and Childhoods Health Center -Ahwar,Roll-Out-2,Energized,Lot-2,17.6,3000.0,7080.0,10080,"13.516144, 46.713805"
2025-07-15,Abyan,Ahwar,Ahwar,School,Mogma'a Al-Zahra'a School,Roll-Out-2,Energized,Lot-2,6.6000000000000005,0.0,724.0,724,"13.517642, 46.714236"
2025-07-15,Abyan,Ahwar,Hanad,School,Hanad School,Roll-Out-2,Energized,Lot-2,6.6000000000000005,206.0,159.0,365,"13.471149, 46.662303"
2025-07-15,Abyan,Mudiyah,AlSorah,School,Al-Sorah School,Roll-Out-2,Energized,Lot-2,6.6000000000000005,197.0,110.0,307,"13.957617, 46.225027"
2025-07-15,Hajjah,Wadrah,Al-Aksha,Clinic,Al-Aksha Health Center,Roll-Out-3,Energized,Lot-1,6.6,4620.0,5712.0,10332,"15.71761, 43.48143"
2025-07-15,Hajjah,Khayran Al Muharraq,Al-Mudeerah,Clinic,Bani Hamalah Health Center,Roll-Out-3,Energized,Lot-1,8.8,7032.0,5988.0,13020,"16.0869, 43.38596"
2025-07-15,Hajjah,Aflah Al Yaman,Gayah,Clinic,Gayah Health Center,Roll-Out-3,Energized,Lot-1,8.8,7080.0,9048.0,16128,"15.94968, 43.41057"
2025-07-15,Hajjah,Kuhlan Afar,Al-Hamra'a,Clinic,Roads Emergency Health Center,Roll-Out-3,Energized,Lot-1,17.6,3274.0,3146.0,6420,"15.73807,43.71074"
2025-07-15,Hajjah,Sharas,Al Haninah,Clinic,Al-Kobra Health Center,Roll-Out-3,Energized,Lot-1,22.0,2713.0,1068.0,3781,"15.72925, 43.64019"
2025-07-15,Al Jawf,Al Maslub,Al-Muslob,Clinic,Al-Muslob General Health Center,Roll-Out-3,Energized,Lot-1,22.0,5317.0,7975.0,13292,"16.182377,44.627314"
2025-07-15,Hajjah,Aslam,Aslam,Clinic,Aslam Hospital,Roll-Out-3,Energized,Lot-1,22.0,21144.0,22680.0,43824,"16.01713,43.29474"
2025-07-15,Hajjah,Mustaba,Mustaba,Clinic,Al-Raqq'ei Hospital,Roll-Out-3,Energized,Lot-1,17.6,17472.0,19740.0,37212,"16.19967,43.31063"
2025-07-15,Dhamar,Wusab As Safil,Al thalooth,Clinic,Al-Thalooth Health Center,Roll-Out-3,Energized,Lot-1,13.2,2400.0,3000.0,5400,"14.304847, 43.737001"
2025-07-15,Dhamar,Wusab As Safil,Bani Swadah,Clinic,Al-Camp Health Center,Roll-Out-3,Energized,Lot-1,13.2,4000.0,4371.0,8371,"14.370488, 43.522908"
2025-07-15,Dhamar,Al Hada,Al Mithal,Clinic,Al-Mithal Health Center,Roll-Out-3,Energized,Lot-1,8.8,3600.0,4800.0,8400,"14.63156667,44.50255"
2025-07-15,Dhamar,Al Manar,Al-Manar,Clinic,Al-Wehdah Hospital-Al manar,Roll-Out-3,Energized,Lot-1,52.8,9600.0,12000.0,21600,"14.660152,44.149645"
2025-07-15,Dhamar,Dawran Anis,Al Mathab,Clinic,Dhoran Hospital,Roll-Out-3,Energized,Lot-1,41.8,8400.0,12000.0,20400,"14.746374,44.204272"
2025-07-15,Dhamar,Jahran,Rosabah,Clinic,Rosabah Hospital,Roll-Out-3,Energized,Lot-1,22.0,6000.0,12000.0,18000,"14.693119,44.355593"
2025-07-15,Sana'a,At Tyal,Khawlan Al-Tiyal,Clinic,Al-Murbik Health Center,Roll-Out-3,Energized,Lot-1,22.0,5400.0,6000.0,11400,"15.392613, 44.467833"
2025-07-15,Sana'a,Nihm,Al-Madeed,Clinic,Al-Madeed Rural Hospital,Roll-Out-3,Energized,Lot-1,22.0,4800.0,6000.0,10800,"15.641236, 44.478678"
2025-07-15,Sana'a,Bani Dabyan,Shrwab,Clinic,Shrwab Health Center,Roll-Out-3,Energized,Lot-1,8.8,636.0,1008.0,1644,"15.2236114,44.9793484"
2025-07-15,Sana'a,Bani Dabyan,Bayn Al-Hamam,Clinic,Bayn Al-Hamam Health Center,Roll-Out-3,Energized,Lot-1,13.2,2652.0,3468.0,6120,"15.1209829,44.8293423"
2025-07-15,Hadramawt,Al Mukalla City,Alfalak,Clinic,Dr. Riyad Al Jariri Hospital Falak,Roll-Out-3,Energized,Lot-1,41.8,2350.0,2670.0,5020,"15.037083, 45.848412"
2025-07-15,Al Bayda,Az Zahir,Al-Nasfah,Clinic,Al-Shaheed Salah Osman (Al-Nasfah) Hospital,Roll-Out-3,Energized,Lot-1,17.6,1300.0,1500.0,2800,"14.614741,49.256744"
2025-07-15,Shabwah,Osaylan,Osaylan,Clinic,Osaylan Hospital,Roll-Out-3,Energized,Lot-1,52.8,4308.0,7776.0,12084,"14.039174,45.399844"
2025-07-15,Sa'dah,Saqin,Arw,Clinic,Arw Health Center,Roll-Out-3,Energized,Lot-3,6.6,3400.0,3600.0,7000,"16.9551, 43.51309"
2025-07-15,Al Bayda,Dhi Naim,Thi-Naem,Clinic,Al-Wahdah Hospital,Roll-Out-3,Energized,Lot-1,41.8,11100.0,15960.0,27060,"14.12086,45.450872"
2025-07-15,Amran,As Sudah,Nasher,Clinic,Al-Souda Hospital,Roll-Out-3,Energized,Lot-3,41.8,1850.0,1492.0,3342,"15.95236, 43.78657"
2025-07-15,Lahj,Halmin,Halimayn,Clinic,Halimayn Hospital,Roll-Out-3,Energized,Lot-2,41.8,24528.0,16152.0,40680,"13.64258,44.85971"
2025-07-15,Amran,As Sudah,Nasher,Clinic,Bani Hajjaj Health Center,Roll-Out-3,Energized,Lot-1,6.6,2244.0,3060.0,5304,"15.94431, 43.80393"
2025-07-15,Amran,As Sudah,Bani Mohib,Clinic,Bani Mohib Health Center,Roll-Out-3,Energized,Lot-2,6.6,202.0,209.0,411,"16.00375,43.77495"
2025-07-15,Shabwah,As Said,Al-Sa'eed,Clinic,Jamal Abdul Naser Hospital,Roll-Out-3,Energized,Lot-2,41.8,3513.0,5268.0,8781,"14.327271,46.873817"
2025-07-15,Ibb,Al Makhadir,Dar Habah,Clinic,Sumarah Emergency Center,Roll-Out-3,Energized,Lot-1,8.8,4800.0,1200.0,6000,"14.13587,44.241724"
2025-07-15,Ibb,As Saiyani,Suhban,Clinic,Hadfan Health Center,Roll-Out-3,Energized,Lot-2,8.8,3000.0,3600.0,6600,"13.878721,44.206677"
2025-07-15,Ibb,Dhi As Sufal,Al a'anseen,Clinic,Al-A'anseen Health Center,Roll-Out-3,Energized,Lot-2,8.8,2400.0,3000.0,5400,"13.88343333,44.01655"
2025-07-15,Lahj,Habil Jabr,Habeel Jaber,Clinic,Habeel Jaber Hospital,Roll-Out-3,Energized,Lot-2,41.8,13656.0,9108.0,22764,"13.60144,44.98431"
2025-07-15,Al Jawf,Al Ghayl,Al Ghayl,Clinic,Al-Gheel Health Center,Roll-Out-3,Energized,Lot-1,22.0,4200.0,6600.0,10800,"16.105967,44.677782"
2025-07-15,Raymah,Al Jabin,Mahd,Clinic,Mahd Health Center,Roll-Out-3,Energized,Lot-3,6.6,1200.0,1800.0,3000,"14.678334, 43.726769"
2025-07-15,Raymah,Mazhar,Al Mahroom,Clinic,Al-Mahroom Health Center,Roll-Out-3,Energized,Lot-2,6.6,1440.0,1920.0,3360,"14.530588, 43.828786"
2025-07-15,Raymah,As Salafiyyah,Jawadhiah,Clinic,Jawadhiah Health Center,Roll-Out-3,Energized,Lot-2,8.8,1800.0,2760.0,4560,"14.686819, 43.828831"
2025-07-15,Raymah,As Salafiyyah,Sabt Yafa'an,Clinic,Al-Sabt Health Center,Roll-Out-3,Energized,Lot-2,6.6,2280.0,3360.0,5640,"14.591997, 43.819155"
2025-07-15,Raymah,Bilad Attaam,Al Hadhan,Clinic,Al-Hadhan Health Center,Roll-Out-3,Energized,Lot-2,6.6,1440.0,2160.0,3600,"14.761667, 43.598099"
2025-07-15,Raymah,Bilad Attaam,Mashab,Clinic,Jadajid Health Center,Roll-Out-3,Energized,Lot-2,6.6,1440.0,2160.0,3600,"14.852543, 43.697467"
2025-07-15,Raymah,Bilad Attaam,Al Mirwah,Clinic,Al-Huriah Health Center,Roll-Out-3,Energized,Lot-2,6.6,2040.0,3360.0,5400,"14.830799, 43.535878"
2025-07-15,Ad Dali,Damt,Ghour Lahab,Clinic,Ghor Lahb Health Center,Roll-Out-3,Energized,Lot-2,8.8,1728.0,2268.0,3996,"14.166661, 44.765274"
2025-07-15,Ad Dali,Damt,Al-Dhaherah,Clinic,Al- Dhahirah Health Center,Roll-Out-3,Energized,Lot-2,6.6,456.0,408.0,864,"14.082315, 44.747654"
2025-07-15,Ad Dali,Juban,ARASH,Clinic,Al-Robaieten Health Center,Roll-Out-3,Energized,Lot-2,13.2,1068.0,1056.0,2124,"13.947259, 44.892540"
2025-07-15,Ad Dali,Juban,Mohrom Hajaj,Clinic,Mahrom Hajaj Health Center,Roll-Out-3,Energized,Lot-2,8.8,660.0,540.0,1200,"14.120541, 44.809558"
2025-07-15,Ad Dali,Al Husha,Hushb,Clinic,Husheb Health Center,Roll-Out-3,Energized,Lot-2,13.2,4302.0,4662.0,8964,"13.83085,44.4465"
2025-07-15,Ad Dali,Qatabah,Habl al Mnasib,Clinic,Habeel Almanaseeb Health Center,Roll-Out-3,Energized,Lot-2,13.2,5640.0,6360.0,12000,"13.959111, 44.517806"
2025-07-15,Ad Dali,Qatabah,Qreen Alfhd,Clinic,Qoren Alfahed Health Center,Roll-Out-3,Energized,Lot-2,13.2,2988.0,5244.0,8232,"13.8948,44.5237"
2025-07-15,Ad Dali,Ash Shuayb,Lawdyah,Clinic,Lawdyah Health Center,Roll-Out-3,Energized,Lot-2,8.8,1520.0,1500.0,3020,"13.802503, 44.937543"
2025-07-15,Ad Dali,Al Hasayn,Harier,Clinic,Harer Health Center,Roll-Out-3,Energized,Lot-2,8.8,3000.0,2004.0,5004,"13.754343, 44.871365"
2025-07-15,Ad Dali,Al Azariq,Al Haqel,Clinic,Alhaqel Health Center,Roll-Out-3,Energized,Lot-2,8.8,6200.0,3800.0,10000,"13.609669, 44.645411"
2025-07-15,Aden,Ash Shaykh Othman,Omar Mokhtar,School,Nour Haydar school,Roll-Out-3,Energized,Lot-2,17.6,8800.0,3700.0,12500,"12.872699, 44.990920"
2025-07-15,Abyan,Khanfar,Aldrgag,School,Al-Drjaj School,Roll-Out-3,Energized,Lot-3,8.8,12000.0,12663.0,24663,"13.264345, 45.344188"
2025-07-15,Abyan,Rassd,Sheb Albarea,Clinic,Sha'eb Al-Barea Health Center,Roll-Out-3,Energized,Lot-3,8.8,1800.0,2400.0,4200,"13.766667, 45.290278"
2025-07-15,Abyan,Rassd,Alameri,Clinic,Al-Ameri Health Center,Roll-Out-3,Energized,Lot-3,13.2,3576.0,2028.0,5604,"13.678665, 45.237837"
2025-07-15,Abyan,Sibah,Sabah,Clinic,Sabah Health Center,Roll-Out-3,Energized,Lot-3,13.2,4500.0,1745.0,6245,"13.814189, 45.391343"
2025-07-15,Abyan,Sarar,Sarar,Clinic,Sarar Health Center and Sarar Mother and Child Center,Roll-Out-3,Energized,Lot-3,17.6,1008.0,2592.0,3600,"13.63806667,45.310783"
2025-07-15,Lahj,Al Madaribah Wa Al Aarah,AL-MEJZA'A,Clinic,Al-Mejza'a Health Center,Roll-Out-3,Energized,Lot-3,4.4,15000.0,16992.0,31992,"12.98942,44.09663"
2025-07-15,Lahj,Radfan,AL-HABILAYN,Clinic,Motherhoood & childhood Health Center,Roll-Out-3,Energized,Lot-3,8.8,6224.0,10400.0,16624,"13.52717,44.85273"
2025-07-15,Lahj,Radfan,AL-DHAHIRAH,Clinic,Al-Dhahirah Health Centre,Roll-Out-3,Energized,Lot-3,4.4,2868.0,2904.0,5772,"13.50396,44.9748"
2025-07-15,Lahj,Radfan,Halimayn,Clinic,Motherhoood & childhood Health Center,Roll-Out-3,Energized,Lot-3,8.8,1560.0,18540.0,20100,"13.64293,44.85904"
2025-07-15,Lahj,Halmin,BANA,Clinic,Bana'a Health Center,Roll-Out-3,Energized,Lot-3,4.4,732.0,936.0,1668,"13.74114,45.03355"
2025-07-15,Lahj,Halmin,HABEEL AL-SORAIM,Clinic,Habeel Al-Soraim Health Center,Roll-Out-3,Energized,Lot-3,4.4,1464.0,1692.0,3156,"13.75432,44.9717"
2025-07-15,Lahj,Al Qubaytah,KARESH,Clinic,Karesh Health Center,Roll-Out-3,Energized,Lot-3,13.2,1104.0,1140.0,2244,"13.36716,44.49205"
2025-07-15,Lahj,Al Qubaytah,Dyash,Clinic,Deyash Health Center,Roll-Out-3,Energized,Lot-3,13.2,3240.0,1800.0,5040,"13.3144230,44.3953220"
2025-07-15,Lahj,Al Qubaytah,Najd Dhamran,Clinic,Najd Dhamran Health Center,Roll-Out-3,Energized,Lot-3,13.2,5040.0,6720.0,11760,"13.3088150,44.3388670"
2025-07-15,Lahj,Tuban,AL-MAJHAFAH,Clinic,Al-Majhafah Health Center,Roll-Out-3,Energized,Lot-3,4.4,1476.0,1560.0,3036,"13.04983,44.92942"
2025-07-15,Hadramawt,Ad Dis,Al Dayas,Clinic,Al Dayas Al Sharqah Hospital,Roll-Out-3,Energized,Lot-3,22.0,13200.0,10800.0,24000,"14.910147,49.993922"
2025-07-15,Hadramawt,Ghayl Bin Yamin,Al raida Aljauheen,Clinic,As-Sana Medical Complex,Roll-Out-3,Energized,Lot-4,22.0,5280.0,10860.0,16140,"15.547091, 49.347265"
2025-07-15,Hadramawt,Dawan,Alhaji,Clinic,Mogaybil Hospital,Roll-Out-3,Energized,Lot-3,72.6,7200.0,12200.0,19400,"15.250014, 48.338686"
2025-07-15,Hadramawt,Al Abr,Al aber,Clinic,Al-Aber Hospital,Roll-Out-3,Energized,Lot-3,22.0,9000.0,6000.0,15000,"16.135249,47.233409"
2025-07-15,Hadramawt,Sah,Sah,Clinic,Sah Obstertic Emergency Center,Roll-Out-3,Energized,Lot-3,22.0,9000.0,4320.0,13320,"15.598708,48.851921"
2025-07-15,Hadramawt,Wadi Al Ayn,Hawrah,Clinic,Hawrah Hospital,Roll-Out-3,Energized,Lot-1,22.0,43200.0,28800.0,72000,"15.701865,48.295924"
2025-07-15,Sana'a,Sanaa City Outskirts -Sanhan wa Bani Bahlul,Ghaiman,Well,Ghaiman Well,Package#2,Energized,Lot-1,49.5,2393.0,1959.0,4352,"15.277109, 44.351377"
2025-07-15,Sana'a,Sanaa City Outskirts -Sanhan wa Bani Bahlul,Bani Shaiea,Well,Bani Shaiea Well,Package#2,Energized,Lot-1,33.0,2420.0,1980.0,4400,"15.125310, 44.418040"
2025-07-15,Sana'a,Al Haymah Ad Dakhiliyah,Bait Althurah,Well,Bait Althurah Well,Package#2,Energized,Lot-1,49.5,1856.0,1344.0,3200,"15.246037, 43.869921"
2025-07-15,Sana'a,Al Hissn,Alharorah,Well,Alharorah Well,Package#2,Energized,Lot-1,49.5,1164.0,916.0,2080,"14.960836, 44.401998"
2025-07-15,Al Mahwit,Ar Rujum,Bait Alsultan,Well,Bait Alsultan Well,Package#2,Energized,Lot-1,49.5,2371.0,2189.0,4560,"15.462244 , 43.628389"
2025-07-15,Hajjah,Najrah,Al-Qadam,Well,Najrah Stage-4,Package#2,Energized,Lot-1,24.75,2263.0,2089.0,4352,"15.64457, 43.55745"
2025-07-15,Hajjah,Najrah,Dowas,Well,Najrah Stage-3,Package#2,Energized,Lot-1,57.75,3016.0,2184.0,5200,"15.65569, 43.55265"
2025-07-15,Hajjah,Najrah,Dar Al-Hamad,Well,Najrah Stage-2,Package#2,Energized,Lot-1,66.0,3451.0,3061.0,6512,"15.66727, 43.55703"
2025-07-15,Hajjah,Najrah,Bait Al-Mad'awdi,Well,Najrah Stage-1,Package#2,Energized,Lot-1,33.0,3897.0,3063.0,6960,"15.67003, 43.5545"
2025-07-15,Dhamar,Al Hada,Al Garadah,Well,Al Garadah Well,Package#2,Energized,Lot-1,57.75,3046.0,2394.0,5440,"14.685718,44.54154"
2025-07-15,Dhamar,Al Hada,Albaradon,Well,Albaradon Well,Package#2,Energized,Lot-1,66.0,2077.0,1843.0,3920,"14.714485,44.580153"
2025-07-15,Dhamar,Al Hada,Thawban,Well,Thawban Well,Package#2,Energized,Lot-1,49.5,2376.0,2024.0,4400,"14.749159,44.639917"
2025-07-15,Al Bayda,Al Arsh,Qarn Ataa,Well,Qarn Ataa Well,Package#2,Energized,Lot-1,41.25,1425.0,1215.0,2640,"14.398566,44.729641"
2025-07-15,Al Bayda,Dhi Naim,Alqamealh Alhaykal,Well,Alqamealh Alhaykal Well,Package#2,Energized,Lot-1,4.4,932.0,828.0,1760,"14.063611,45.502703"
2025-07-15,Amran,Dhibain,Alhajr,Well,Alhajr Well,Package#2,Energized,Lot-1,57.75,2736.0,2064.0,4800,"15.978105,44.125610"
2025-07-15,Ibb,Al Odayn,Bani Zohair,Well,Bani Zohair Stage -1,Package#2,Energized,Lot-2,49.5,2845.0,2147.0,4992,"13.945180, 43.943461"
2025-07-15,Ibb,Al Odayn,Bani Zohair,Well,Bani Zohair Stage -2,Package#2,Energized,Lot-2,33.0,1930.0,1782.0,3712,"13.946031, 43.936131"
2025-07-15,Ibb,An Nadirah,Zameh,Well,Zameh Stage-1,Package#2,Energized,Lot-2,57.75,2704.0,2304.0,5008,"14.077533,44.509003"
2025-07-15,Ibb,An Nadirah,Zameh,Well,Zameh Stage-2,Package#2,Energized,Lot-2,33.0,1786.0,1462.0,3248,"14.085362, 44.519432"
2025-07-15,Ibb,An Nadirah,Zameh,Well,Zameh Stage-3,Package#2,Energized,Lot-2,24.75,1392.0,1008.0,2400,"14.098818,44.524784"
2025-07-15,Ibb,As Saddah,Al Aamas,Well,Al Aamas Stage-1,Package#2,Energized,Lot-2,57.75,2816.0,2400.0,5216,"14.184075,44.347273"
2025-07-15,Ibb,As Saddah,Al Aamas,Well,Al Aamas Stage-2,Package#2,Energized,Lot-2,24.75,2156.0,1764.0,3920,"14.173909, 44.358552"
2025-07-15,Ibb,Badan,Al Haith,Well,Al Haith Well,Package#2,Energized,Lot-2,33.0,1023.0,945.0,1968,"14.013339, 44.244204"
2025-07-15,Ibb,As Saddah,Bait Muzeb,Well,Bait Muzeb Well,Package#2,Energized,Lot-2,24.75,2366.0,1714.0,4080,"14.17331,44.476969"
2025-07-15,Lahj,Yafi,Wadi Sader,Well,Wadi Sader Well,Package#2,Energized,Lot-2,33.0,1641.0,1399.0,3040,"13.883617,45.257794"
2025-07-15,Taiz,Maqbanah,Al Zorari,Well,Al Zorari Stage-1,Package#2,Energized,Lot-2,57.75,2188.0,1652.0,3840,"13.749874, 43.680680"
2025-07-15,Taiz,Sharab Ar Rawnah,Al Zorari,Well,Al Zorari Stage-2,Package#2,Energized,Lot-2,66.0,1964.0,2386.0,4350,"13.761121,43.67655"
2025-07-15,Taiz,Sharab Ar Rawnah,Al Zorari,Well,Al Zorari Stage-3,Package#2,Energized,Lot-2,24.75,3344.0,2736.0,6080,"13.779089,43.706852"
2025-07-15,Taiz,Dimnat Khadir,Henwab,Well,Henwab Stage-1,Package#2,Energized,Lot-2,66.0,1611.0,1429.0,3040,"13.440041, 44.132069"
2025-07-15,Taiz,Dimnat Khadir,Henwab,Well,Henwab Stage-2,Package#2,Energized,Lot-2,49.5,7485.0,10253.0,17738,"13.425757, 44.132578"
2025-07-15,Hadramawt,Tarim,Eideed,Clinic,Mawla Aydeed Health Center,Roll-Out-4,Energized,Lot-1,6.6,4080.0,5040.0,9120,"16.054218,48.981149"
2025-07-15,Hadramawt,Tarim,Sah,Clinic,Obstertic Emergency Center,Roll-Out-4,Energized,Lot-1,41.8,0.0,18000.0,18000,"16.051418,49.003806"
2025-07-15,Hadramawt,Ghayl Bin Yamin,Al Makd,Clinic,Ghail Bin Yamin Hospital,Roll-Out-4,Energized,Lot-1,22.0,9708.0,6516.0,16224,"15.546263,49.350587"
